학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000012483,부천북고등학교,고등학교,1986-03-01,공립,본교,운영,경기도 부천시 원미구 도당동 54,경기도 부천시 원미구 삼작로256번길 40,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2024-11-08,37.51845054,126.7890343,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006345,무장초등학교,초등학교,1910-03-01,공립,본교,운영,전북특별자치도 고창군 무장면 무장리 21-1,전북특별자치도 고창군 무장면 무장초등길 24,8321000,전북특별자치도교육청,8452000,전북특별자치도고창교육지원청,2013-11-29,2024-11-08,35.41440168,126.5644772,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003198,광주장원초등학교,초등학교,1974-03-07,공립,본교,운영,광주광역시 동구 산수동 102,광주광역시 동구 무등로 533,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.15778931,126.9377323,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005268,봉정초등학교,초등학교,1991-03-01,공립,본교,운영,충청북도 청주시 흥덕구 봉명동 2141,충청북도 청주시 흥덕구 월명로140번길 37,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2024-11-08,36.64790625,127.4569031,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010353,화산중학교,중학교,1970-03-01,사립,본교,운영,전북특별자치도 완주군 화산면 화월리 897-6,전북특별자치도 완주군 화산면 화산로 874,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2024-11-08,36.03526614,127.1981792,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003165,인천당하초등학교,초등학교,1999-09-01,공립,본교,운영,인천광역시 서구 당하동 1107-1,인천광역시 서구 청마로 144,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2024-11-08,37.59005774,126.6776991,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008285,강동중학교,중학교,2010-03-01,공립,본교,운영,서울특별시 강동구 강일동 347-3,서울특별시 강동구 풍산로 237,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.56965025,127.177836,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003496,병영초등학교,초등학교,1919-05-20,공립,본교,운영,울산광역시 중구 서동 311,울산광역시 중구 병영성13길 2,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.57499028,129.3454467,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010763,길안중학교,중학교,1960-04-11,공립,본교,운영,경상북도 안동시 길안면 천지리 731-1,경상북도 안동시 길안면 천지안길 71-3,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2024-11-08,36.45903834,128.8946102,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004338,고촌초등학교,초등학교,1934-05-20,공립,본교,운영,경기도 김포시 고촌읍 신곡리 1101,경기도 김포시 고촌읍 신곡로29번길 30,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2024-11-08,37.60612099,126.7733694,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011068,삼천포중앙여자중학교,중학교,1982-03-10,공립,본교,운영,경상남도 사천시 벌리동 355-1,경상남도 사천시 삼상로 147,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2013-11-29,2024-11-08,34.94002572,128.0911538,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002921,대구호산초등학교,초등학교,2007-09-01,공립,본교,운영,대구광역시 달서구 호산동 357-57,대구광역시 달서구 달서대로109길 116,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2024-11-08,35.84907047,128.4790049,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007054,안동송현초등학교,초등학교,1943-06-21,공립,본교,운영,경상북도 안동시 송현동 371-5,경상북도 안동시 경동로 313,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2024-11-08,36.57341204,128.6958373,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008215,수락중학교,중학교,2002-03-01,공립,본교,운영,서울특별시 노원구 상계동 1254,서울특별시 노원구 동일로 1729,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-11-08,37.68314469,127.0548083,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005823,마동초등학교,초등학교,1929-04-01,공립,본교,운영,충청남도 서천군 마서면 송내리 419-1,충청남도 서천군 마서면 원송로 229,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2013-11-29,2024-11-08,36.02493256,126.7144149,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003859,평촌초등학교,초등학교,1993-05-01,공립,본교,운영,경기도 안양시 동안구 평촌동 899-4,경기도 안양시 동안구 평촌대로180번길 56,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2024-11-08,37.38839468,126.9604635,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006180,남원노암초등학교,초등학교,1970-03-02,공립,본교,운영,전북특별자치도 남원시 노암동 270,전북특별자치도 남원시 여수길 14,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2013-11-29,2024-11-08,35.39594928,127.3764888,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000022954,노성중학교,중학교,1964-03-31,공립,본교,운영,충청남도 논산시 노성면 교촌리 62,충청남도 논산시 노성면 노성로 602-5,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2024-11-08,36.27748391,127.1338082,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009233,부명중학교,중학교,1993-03-01,공립,본교,운영,경기도 부천시 원미구 중동 1176,경기도 부천시 원미구 조마루로 182,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2024-11-08,37.49795306,126.7641504,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011846,울산외국어고등학교,고등학교,2010-03-01,공립,본교,운영,울산광역시 북구 중산동 203-3,울산광역시 북구 중산동로 32-46,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.65878666,129.3541754,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006012,전주송원초등학교,초등학교,1997-03-01,공립,본교,운영,전북특별자치도 전주시 덕진구 송천동1가 602,전북특별자치도 전주시 덕진구 와룡로 25,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2024-11-08,35.86154103,127.1110038,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002259,서울매헌초등학교,초등학교,2008-03-01,공립,본교,운영,서울특별시 서초구 양재동 311-1,서울특별시 서초구 언남길 8,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-11-08,37.47126248,127.0420698,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012955,갈산고등학교,고등학교,1976-03-10,공립,본교,운영,충청남도 홍성군 갈산면 상촌리 319,충청남도 홍성군 갈산면 상촌로9번길 39,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2024-11-08,36.60486517,126.5478105,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010536,포두중학교,중학교,1966-03-27,공립,본교,운영,전라남도 고흥군 포두면 길두리 1036,전라남도 고흥군 포두면 우주로 628-34,8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2013-11-29,2024-11-08,34.56639673,127.3403298,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000026283,신창중학교,중학교,1970-03-06,공립,본교,운영,충청남도 아산시 신창면 남성리 834,충청남도 아산시 신창면 천우물로 74,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2024-11-08,36.78890108,126.9522512,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009752,진광중학교,중학교,1968-03-01,사립,본교,운영,강원특별자치도 원주시 우산동,강원특별자치도 원주시 진광길 50,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2013-11-29,2024-11-08,37.37291539,127.9358278,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010982,합포여자중학교,중학교,1983-03-01,공립,본교,운영,경상남도 창원시 마산회원구 회성동 458-9,경상남도 창원시 마산회원구 회성남11길 27,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.23215536,128.561743,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000024189,진해신항초등학교,초등학교,2017-03-01,공립,본교,운영,경상남도 창원시 진해구 용원동 1341,경상남도 창원시 진해구 신항동로 158,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.08961489,128.8107118,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007207,은척초등학교무릉분교장,초등학교,1947-01-03,공립,분교,운영,경상북도 상주시 은척면 무릉리 153,경상북도 상주시 은척면 무릉2길 2,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2013-11-29,2024-11-08,36.57790301,128.0884235,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000001975,서울오류남초등학교,초등학교,1982-09-01,공립,본교,운영,서울특별시 구로구 오류동 191-1,서울특별시 구로구 서해안로24길 22,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-11-08,37.48968652,126.8391127,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008579,가람중학교,중학교,1953-04-25,공립,본교,운영,부산광역시 북구 구포동 1020-1,부산광역시 북구 낙동북로663번길 55,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2024-11-08,35.20431722,128.9988799,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005598,이인초등학교,초등학교,1913-05-01,공립,본교,운영,충청남도 공주시 이인면 이인리 286,충청남도 공주시 이인면 은행길 56,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2024-11-08,36.36159031,127.0604326,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008920,고려중학교,중학교,1986-03-08,사립,본교,운영,광주광역시 북구 삼각동 666,광주광역시 북구 설죽로 369,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.19253901,126.8982854,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003969,독정초등학교,초등학교,2004-07-01,공립,본교,운영,경기도 용인시 기흥구 보정동 1256,경기도 용인시 기흥구 보정로 100,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2024-11-08,37.31886937,127.1162756,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010388,순창북중학교,중학교,1964-10-20,사립,본교,운영,전북특별자치도 순창군 순창읍 순화리 78,전북특별자치도 순창군 순창읍 옥천로 67-13,8321000,전북특별자치도교육청,8442000,전북특별자치도순창교육지원청,2013-11-29,2024-11-08,35.3790983,127.1389666,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003699,영일초등학교,초등학교,1997-03-03,공립,본교,운영,경기도 수원시 영통구 영통동 988-4,경기도 수원시 영통구 덕영대로1673번길 17,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2024-11-08,37.24845193,127.0735665,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004723,사동초등학교,초등학교,1969-03-02,공립,본교,운영,경기도 동두천시 생연동 783,경기도 동두천시 생연로 65,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2024-11-08,37.89877159,127.0485171,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007969,제주대학교교육대학부설초등학교,초등학교,1974-03-07,국립,본교,운영,제주특별자치도 제주시 화북일동 4810,제주특별자치도 제주시 일주동로 61,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2024-11-08,33.51393117,126.5522692,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008599,엄궁중학교,중학교,1981-03-05,공립,본교,운영,부산광역시 사상구 엄궁동 2,부산광역시 사상구 대동로 56,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2024-11-08,35.1348927,128.9748587,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007954,묘산초등학교,초등학교,1929-06-17,공립,본교,운영,경상남도 합천군 묘산면 산제리 316-1,경상남도 합천군 묘산면 묘산로 149,9010000,경상남도교육청,9221000,경상남도합천교육지원청,2013-11-29,2024-11-08,35.65870823,128.1107824,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009772,옥계중학교,중학교,1954-06-27,공립,본교,운영,강원특별자치도 강릉시 옥계면 천남리 172,강원특별자치도 강릉시 옥계면 천남길 38-13,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2013-11-29,2024-11-08,37.60274801,129.0331651,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010050,공주영명중학교,중학교,1906-10-15,사립,본교,운영,충청남도 공주시 중동 308,충청남도 공주시 영명학당2길 33,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2024-11-08,36.4519602,127.1278725,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008940,대촌중학교,중학교,1970-03-21,공립,본교,운영,광주광역시 남구 지석동 268-2,광주광역시 남구 고싸움로164번길 28,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.08507851,126.8321505,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012175,신정고등학교,고등학교,2009-03-01,공립,본교,운영,부산광역시 기장군 정관읍 용수리 1357,부산광역시 기장군 정관읍 정관3로 14,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.32826001,129.1667905,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003404,새일초등학교,초등학교,1968-09-01,공립,본교,운영,대전광역시 대덕구 덕암동 110-1,대전광역시 대덕구 덕암로125번길 15,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.43179073,127.4195507,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012341,국제고등학교,고등학교,1989-03-01,사립,본교,운영,광주광역시 북구 삼각동 479-1,광주광역시 북구 설죽로 433,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.19911446,126.8956123,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003929,안산해양초등학교,초등학교,2005-09-01,공립,본교,운영,경기도 안산시 상록구 사동 1512-1,경기도 안산시 상록구 해양2로 28,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2024-11-08,37.29452082,126.8237444,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008309,양서중학교,중학교,1990-03-01,공립,본교,운영,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.53262929,126.8291351,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006433,도원초등학교,초등학교,1992-10-02,공립,본교,운영,전라남도 여수시 선원동 1325-1,전라남도 여수시 선원4길 38,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2024-11-08,34.76482502,127.6504956,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002573,부곡초등학교,초등학교,1969-03-01,공립,본교,운영,부산광역시 금정구 부곡동 354,부산광역시 금정구 기찰로22번길 15,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.23411218,129.0932501,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013314,성지여자고등학교,고등학교,1952-04-15,사립,본교,운영,경상남도 창원시 마산합포구 완월동 206-1,경상남도 창원시 마산합포구 완월남로 20,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.19793925,128.5598321,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005047,속초초등학교,초등학교,1932-06-27,공립,본교,운영,강원특별자치도 홍천군 영귀미면 속초리 707,강원특별자치도 홍천군 영귀미면 속초길 14,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2013-11-29,2024-11-08,37.67909652,127.9393167,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012801,홍천고등학교,고등학교,1973-03-11,공립,본교,운영,강원특별자치도 홍천군 홍천읍 희망리 20-6,강원특별자치도 홍천군 홍천읍 석화로 109-10,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2013-11-29,2024-11-08,37.69793823,127.8907053,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006141,왕궁남초등학교,초등학교,1976-03-01,공립,본교,운영,전북특별자치도 익산시 왕궁면 온수리 202-4,전북특별자치도 익산시 왕궁면 학호길 12,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2013-11-29,2024-11-08,35.92708238,127.0755188,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005635,월전초등학교,초등학교,1936-04-25,공립,본교,운영,충청남도 보령시 남포면 양기리 123,충청남도 보령시 남포면 곡촌길 11,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2024-11-08,36.27166098,126.5681814,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000022837,인천체육고등학교,고등학교,1976-03-02,공립,본교,운영,인천광역시 서구 청라동 5-3,인천광역시 서구 로봇랜드로 473,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2024-11-08,37.54592504,126.6094512,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010569,장흥관산중학교,중학교,1952-03-10,공립,본교,운영,전라남도 장흥군 관산읍 죽교리 199,전라남도 장흥군 관산읍 죽교상하발로 41,8490000,전라남도교육청,8621000,전라남도장흥교육지원청,2013-11-29,2024-11-08,34.56809506,126.9403839,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013231,우석여자고등학교,고등학교,1977-03-10,사립,본교,운영,경상북도 상주시 계산동 330-1,경상북도 상주시 북천로 117,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2013-11-29,2024-11-08,36.42809793,128.1635092,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000026522,전주양현중학교,중학교,2020-03-01,공립,본교,운영,전북특별자치도 전주시 덕진구 만성동 1357-1,전북특별자치도 전주시 덕진구 만성북4길 10,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2024-11-08,35.84776125,127.0749815,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013570,여수고등학교,고등학교,1946-03-10,공립,본교,운영,전라남도 여수시 수정동 404-1,전라남도 여수시 공화남3길 10,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2024-11-08,34.74635818,127.7453949,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013013,정읍여자고등학교,고등학교,1943-05-26,공립,본교,운영,전북특별자치도 정읍시 상동 719-2,전북특별자치도 정읍시 충정로 56-11,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2013-11-29,2024-11-08,35.55916029,126.8711038,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011577,한림디자인고등학교,고등학교,1962-04-01,사립,본교,운영,충청북도 충주시 교현동 490,충청북도 충주시 야현1길 21,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2024-11-08,36.98004113,127.9390387,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011342,예림디자인고등학교,고등학교,1991-03-01,사립,본교,운영,서울특별시 구로구 궁동 110-1,서울특별시 구로구 오리로21길 2,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-11-08,37.50035507,126.827683,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007561,정촌초등학교,초등학교,1916-04-10,공립,본교,운영,경상남도 진주시 가좌동 691,경상남도 진주시 동부로 11,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2024-11-08,35.16077984,128.1082729,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008247,용산중학교,중학교,1945-09-09,공립,본교,운영,서울특별시 용산구 용산동2가 1-1623,서울특별시 용산구 두텁바위로 74,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-11-08,37.54600281,126.9809763,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002363,서울응봉초등학교,초등학교,2002-10-24,공립,본교,운영,서울특별시 성동구 응봉동 193,서울특별시 성동구 독서당로62길 28,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-11-08,37.55025339,127.0338297,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003630,율전초등학교,초등학교,1983-10-15,공립,본교,운영,경기도 수원시 장안구 율전동 308-6,경기도 수원시 장안구 율전로 113,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2024-11-08,37.29956659,126.9686866,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013366,거제중앙고등학교,고등학교,1969-03-02,공립,본교,운영,경상남도 거제시 고현동 1071,경상남도 거제시 중곡로2길 61,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2024-11-08,34.89285581,128.6372352,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000004395,용머리초등학교,초등학교,2001-03-01,공립,본교,운영,경기도 안성시 공도읍 용두리 517-2,경기도 안성시 공도읍 기업단지로 57,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2024-11-08,37.00273703,127.1583693,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000005407,군남초등학교,초등학교,1964-04-09,공립,본교,운영,충청북도 옥천군 옥천읍 서대리 279,충청북도 옥천군 옥천읍 서대구일로 10,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2013-11-29,2024-11-08,36.27818884,127.5818094,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009082,방어진중학교,중학교,1947-12-05,공립,본교,운영,울산광역시 동구 화정동 207,울산광역시 동구 학문로 100,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.50469476,129.4180856,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000006431,무선초등학교,초등학교,1995-03-01,공립,본교,운영,전라남도 여수시 화장동 776,전라남도 여수시 화산2길 31,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2024-11-08,34.77232437,127.6460959,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000025439,효천초등학교,초등학교,2014-05-01,공립,본교,운영,광주광역시 남구 행암동 538,광주광역시 남구 효우2로 70,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.10033669,126.8841101,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003417,대전수미초등학교,초등학교,2003-09-01,공립,본교,운영,대전광역시 서구 괴곡동 361-2,대전광역시 서구 괴곡길 42,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.29528588,127.3615429,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002909,대구성서초등학교,초등학교,1931-10-02,공립,본교,운영,대구광역시 달서구 이곡동 727-1,대구광역시 달서구 달구벌대로 1339,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2024-11-08,35.85196163,128.5144493,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000026467,인천해든초등학교,초등학교,2021-09-01,공립,본교,운영,인천광역시 서구 당하동 264-7,인천광역시 서구 서로3로 60,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2024-11-08,37.58528544,126.7076761,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000009756,부론중학교,중학교,1955-02-28,공립,본교,운영,강원특별자치도 원주시 부론면 법천리 1442,강원특별자치도 원주시 부론면 부귀로 35,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2013-11-29,2024-11-08,37.20782695,127.7516585,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000012970,신평고등학교,고등학교,1972-12-26,사립,본교,운영,충청남도 당진시 신평면 금천리 998-5,충청남도 당진시 신평면 서해로 7076,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2024-11-08,36.88305267,126.7615205,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003250,광주중흥초등학교,초등학교,1968-04-20,공립,본교,운영,광주광역시 북구 중흥동 652-1,광주광역시 북구 경양로197번길 25,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.16085475,126.9135445,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002451,중리초등학교,초등학교,1988-09-27,공립,본교,운영,부산광역시 영도구 동삼동 454-34,부산광역시 영도구 와치로 286,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.07420189,129.0701926,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000007081,녹전초등학교원천분교장,초등학교,1949-09-01,공립,분교,운영,경상북도 안동시 녹전면 원천리 261-1,경상북도 안동시 녹전면 원당안길 12,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2024-11-08,36.79161262,128.7567404,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000003465,대전상대초등학교,초등학교,2010-03-01,공립,본교,운영,대전광역시 유성구 상대동 138-14,대전광역시 유성구 월드컵대로 322,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.34765435,127.3366134,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000010589,화산중학교,중학교,1952-04-01,공립,본교,운영,전라남도 해남군 화산면 연정리 501-1,전라남도 해남군 화산면 연정길 29,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2024-11-08,34.49546532,126.5091666,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000002859,대구팔달초등학교,초등학교,1999-03-01,공립,본교,운영,대구광역시 북구 팔달동 73-4,대구광역시 북구 매천로2길 19-6,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.89795044,128.5449083,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000008919,서강중학교,중학교,1983-03-09,사립,본교,운영,광주광역시 북구 동림동 산153-1,광주광역시 북구 서강로 1,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.17517965,126.8680368,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000026771,한들물빛초등학교,초등학교,2022-03-01,공립,본교,운영,충청남도 아산시 탕정면 매곡리 456,충청남도 아산시 탕정면 한들물빛도시로 49,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2024-11-08,36.78351742,127.0843741,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000011368,부산보건고등학교,고등학교,1972-12-26,사립,본교,운영,부산광역시 영도구 영선동4가 200,부산광역시 영도구 절영로 163,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.0815515,129.0412838,2025-03-25,B555223,재단법인한국지방교육행정연구재단
B000013015,배영고등학교,고등학교,1977-03-05,사립,본교,운영,전북특별자치도 정읍시 흑암동 520,전북특별자치도 정읍시 동학로 243,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2013-11-29,2024-11-08,35.60126026,126.8116536,2025-03-25,B555223,재단법인한국지방교육행정연구재단
